,YEAR,SERIAL,MONTH,PERNUM,WTFINL,CPSIDP,AGE,SEX,RACE,HISPAN,EMPSTAT,EDUC
673112,2020,49111,9,1,1675.7617,20190805002001,46,1,100,0,10,73
2963958,2022,18545,7,4,799.0634,20210501839204,28,1,651,0,10,73
833452,2020,8559,11,1,3596.5949,20200800865101,63,1,651,0,10,92
1315721,2021,36303,3,1,1079.6149,20210103645801,24,1,100,0,10,123
2661689,2022,23711,4,1,2369.5132,20220402371101,40,2,100,0,10,111
2850167,2022,9846,6,1,3937.1427,20210500976201,36,1,100,0,10,81
428488,2020,22107,7,2,7730.6,20190702242402,43,1,200,0,10,60
2576758,2022,34879,3,2,509.418,20210103517302,65,1,100,0,10,81
290756,2020,60188,5,5,6432.623,20190306138704,7,1,100,0,0,1
1478093,2021,705,5,2,2269.9343,20200500072802,78,2,300,200,32,20
3216280,2022,51045,9,1,4957.2885,20220605130501,52,2,100,0,10,111
2900857,2022,44625,6,2,2997.6468,20220404463402,42,2,651,0,10,123
1094569,2021,34796,1,3,4295.1015,20200103541603,3,1,100,0,0,1
2993509,2022,38222,7,2,855.855,20220703822202,48,2,651,0,10,81
2236984,2021,13155,12,2,565.8867,20201101317202,38,1,200,0,10,73
2454174,2022,21100,2,1,4157.6344,20201102116701,64,1,100,0,21,111
3598700,2023,39647,1,3,4185.0498,20220103964104,21,2,200,200,10,73
3226967,2022,58543,9,1,6548.5752,20210905778001,46,1,100,0,10,50
1249181,2021,63097,2,1,3666.3788,20201206297201,44,1,100,0,10,111
1849851,2021,32263,8,2,1194.1136,20200703265002,39,1,100,0,10,30
3416157,2022,50255,11,1,2298.9223,20221005016801,62,1,100,0,36,73
3461412,2022,11695,12,1,1158.557,20211001160801,46,1,100,0,10,111
1897443,2021,63008,8,2,5622.8792,20200806385902,29,2,100,0,34,73
3132981,2022,63502,8,1,2865.5734,20210806269601,76,2,100,0,36,111
1266199,2021,4905,3,1,9096.0085,20210200488301,28,1,200,0,10,81
3023075,2022,58829,7,2,4782.6665,20210405903302,62,2,100,100,12,111
688951,2020,59211,9,5,3961.4975,20200905921105,85,1,100,0,34,73
2892414,2022,38563,6,1,1149.9959,20220303829001,26,1,100,0,10,91
141120,2020,24431,4,1,2214.1175,20190402463401,66,1,100,0,10,123
3611789,2023,48884,1,1,4017.1741,20211204411701,80,2,200,0,36,73
1656652,2021,44529,6,2,3890.219,20210604452902,32,2,100,0,10,123
2002611,2021,63614,9,5,3390.7424,20210706361505,14,1,801,0,0,1
523457,2020,21190,8,1,5274.5485,20200802119001,51,1,100,600,34,81
1544728,2021,41942,5,3,6986.0001,20210404222103,72,1,200,612,36,20
1116497,2021,49170,1,2,3564.1462,20201004903802,23,2,100,0,10,81
3547886,2023,4713,1,2,526.2489,20230100471302,70,2,100,0,36,91
2252135,2021,23042,12,2,2407.4816,20201202318302,85,2,100,0,36,73
2598885,2022,50602,3,1,10624.6146,20220205060001,23,1,200,0,36,81
682759,2020,55329,9,1,601.1516,20190605653201,75,1,100,0,32,81
2341626,2022,14823,1,1,4926.9539,20210101492901,57,2,100,300,10,123
3567868,2023,18674,1,5,7355.652,20221100564903,19,1,200,0,34,81
3065304,2022,18467,8,3,507.7294,20220501847803,13,1,809,0,0,1
742496,2020,22455,10,4,4775.9862,20190802281704,22,1,100,0,10,81
2565552,2022,27186,3,5,2901.5355,20201202720805,21,1,100,0,10,81
2853872,2022,12714,6,1,327.055,20220401270801,32,2,100,0,10,123
700396,2020,66152,9,2,775.3617,20200806618002,52,1,100,0,12,81
1856435,2021,36498,8,2,1020.6867,20200503742502,16,1,100,100,34,50
3538352,2022,66461,12,1,871.7785,20211206622901,42,2,100,0,10,73
431810,2020,24126,7,2,2539.1109,20190502466102,44,1,100,0,10,111
266079,2020,42101,5,2,4906.2907,20200404243102,42,2,100,100,34,30
1806566,2021,5256,8,2,3679.9716,20200800529702,17,2,100,100,34,60
2678861,2022,35149,4,2,512.5556,20210403500802,65,2,100,0,10,91
127016,2020,15048,4,4,3895.0237,20190101516704,12,1,100,0,0,1
2622903,2022,67313,3,2,7109.9096,20220206736702,40,2,100,0,10,111
1159319,2021,6059,2,1,3707.4489,20201200607201,30,1,200,0,10,124
706169,2020,1173,10,1,1649.3822,20191000118901,39,1,100,0,10,111
319539,2020,10422,6,1,3298.932,20200301062101,85,1,100,0,36,81
655894,2020,38299,9,1,969.4067,20200903829901,60,2,100,0,32,81
2675064,2022,32625,4,1,3323.4554,20210403247201,70,1,100,0,36,92
2189441,2021,50246,11,4,3676.8406,20211005011904,15,1,100,0,34,40
1567362,2021,56352,5,2,2553.5094,20210205690302,44,1,803,0,21,125
3507261,2022,44544,12,1,4102.5124,20221104448601,85,1,100,0,36,30
141689,2020,24794,4,2,1755.996,20190202515702,48,2,100,0,34,124
533745,2020,28200,8,1,3709.3423,20200502853801,72,1,100,0,10,111
2687275,2022,41105,4,1,1229.4808,20210204113501,66,2,100,100,10,123
3310654,2022,46380,10,1,656.1693,20220804639201,20,1,200,0,34,81
2531106,2022,4700,3,1,5978.0343,20211200464101,25,2,806,100,10,73
632440,2020,23701,9,6,1773.1198,20200902370106,15,2,100,100,34,60
1030539,2020,63645,12,1,5838.9993,20201206364501,23,1,100,0,10,111
62741,2020,41548,3,4,1105.899,20200304154804,17,2,100,600,34,50
3259022,2022,10353,10,1,2781.0521,20210801031501,85,1,100,0,36,111
2457503,2022,23140,2,2,2654.1724,20210202327002,61,1,100,0,10,73
2988530,2022,34757,7,2,3215.608,20220403486202,53,1,100,0,10,123
406746,2020,6476,7,3,5801.0586,20190600661105,24,1,100,100,10,73
3068821,2022,20561,8,1,5439.2621,20210802028401,73,1,200,0,36,81
105127,2020,197,4,3,3012.7716,20200100021103,0,1,100,0,0,1
1513860,2021,22276,5,1,4065.0489,20200302292501,28,2,100,0,10,111
3354068,2022,7020,11,1,3870.6281,20210800702201,72,1,100,0,36,73
76067,2020,50894,3,1,1864.9483,20190305137601,67,1,100,0,10,111
1920054,2021,9170,9,1,5281.172,20210600919801,52,2,100,200,21,111
882855,2020,39274,11,2,3455.6173,20201003923102,43,2,100,0,10,123
959768,2020,18773,12,1,693.7458,20191201918901,59,1,100,0,10,111
2629838,2022,3562,4,1,1589.6471,20220200358001,21,2,100,0,10,81
1471668,2021,65336,4,1,833.6647,20200106679201,47,1,100,0,34,73
3145962,2022,3781,9,1,1145.1246,20220900378101,66,2,100,0,36,111
250737,2020,31119,5,3,4266.1037,20190203184703,6,2,100,100,0,1
2319077,2022,389,1,1,2264.6868,20211200035201,48,2,100,0,10,92
1388341,2021,13559,4,1,3960.3165,20210201358101,66,2,100,0,10,111
438705,2020,29483,7,3,6894.9048,20200502984003,4,1,200,0,0,1
3483477,2022,27552,12,2,1373.7927,20221002752402,85,1,100,0,36,111
31219,2020,20493,3,2,918.2357,20190302065202,72,1,100,0,36,73
2572994,2022,32168,3,2,3989.306,20220303216802,38,2,100,0,10,73
2924552,2022,60644,6,2,4712.6265,20210506018502,36,2,802,0,10,111
3567260,2023,18376,1,1,4059.8707,20221100701601,60,2,100,0,10,123
3427612,2022,58389,11,2,3924.6443,20210905758102,75,2,100,0,36,123
3457877,2022,9254,12,1,3237.7739,20211100917001,85,2,100,0,36,73
2299247,2021,55718,12,2,4470.7383,20201205613602,25,1,100,100,10,73
1008394,2020,49927,12,1,2689.9077,20201004997201,43,1,100,0,10,73
2325386,2022,4575,1,1,1427.664,20201000457701,55,2,100,0,10,81
819603,2020,910,11,6,2723.1463,20190900093706,52,1,200,0,10,73
3240584,2022,67372,9,1,4501.088,20220906737201,33,2,100,0,10,73
1564237,2021,54366,5,1,632.1524,20200205601501,59,1,100,0,10,81
103577,2020,69362,3,2,362.4725,20200206945002,70,1,100,0,36,50
806502,2020,61421,10,2,1782.8053,20201006142102,79,2,100,0,36,73
726720,2020,13022,10,1,410.2437,20200801298101,56,1,200,0,10,73
642554,2020,30302,9,2,3542.8662,20190603094002,73,1,100,0,36,123
619556,2020,16300,9,2,3632.5883,20200801629702,38,2,100,0,34,73
2535943,2022,7387,3,1,4800.2365,20211200733401,45,1,100,100,10,81
2853343,2022,12103,6,2,254.8371,20220301210102,73,2,100,0,36,125
1858178,2021,37531,8,4,875.8787,20210703750904,18,1,100,0,10,73
3533555,2022,63068,12,2,4361.1478,20220906295402,45,2,100,0,10,111
1025578,2020,60546,12,3,3694.0022,20191206176903,13,1,100,100,0,1
867928,2020,29930,11,2,3321.6394,20200802991302,33,1,100,0,21,73
1134554,2021,59988,1,3,5602.4685,20201005979503,5,2,100,0,0,1
3541280,2022,68586,12,3,302.0269,20211006795402,76,2,100,0,36,73
3439837,2022,66526,11,1,789.6921,20221106652601,64,1,100,0,10,111
2330383,2022,7266,1,4,3832.5355,20211000731304,24,2,100,500,10,92
1407632,2021,24986,4,1,0.0,20210402498601,27,1,100,0,1,92
3514626,2022,49947,12,1,2699.9864,20221104993101,50,2,802,0,10,81
436661,2020,27984,7,2,7569.1092,20200602811702,38,2,100,0,34,92
3141231,2022,467,9,2,2420.8266,20210800044602,80,2,200,0,10,73
3629108,2023,60784,1,1,1405.0835,20211000364301,35,1,100,0,10,92
450739,2020,37811,7,1,2364.8582,20190703847801,62,2,100,0,36,111
3531980,2022,61818,12,2,611.5857,20221006166902,15,2,100,0,34,30
3256896,2022,8974,10,3,3204.96,20210900894403,14,2,801,0,0,1
2140833,2021,17404,11,2,5470.9584,20200801753602,70,2,651,0,36,73
1013909,2020,53479,12,1,2207.7987,20190905437101,79,1,200,0,10,73
635272,2020,25496,9,3,2118.3851,20190802596503,11,2,200,0,0,1
2274834,2021,38390,12,3,904.2885,20201003869602,58,2,100,0,10,111
1705309,2021,7719,7,1,5344.7965,20210500771201,30,2,100,100,10,73
2798786,2022,45496,5,2,4788.8377,20210404559103,24,1,200,0,21,81
144312,2020,26689,4,5,2640.0379,20190402695204,6,2,100,0,0,1
1130224,2021,57626,1,1,3965.9574,20201105743301,71,2,200,0,10,125
3361965,2022,11979,11,6,972.1939,20211101189306,33,1,200,0,32,73
2450995,2022,19173,2,1,982.4402,20211101908301,26,1,100,0,10,111
1651087,2021,40774,6,1,799.9925,20200304227201,85,2,100,0,36,73
2667814,2022,27962,4,3,1765.8975,20210402781403,20,2,100,0,34,81
270334,2020,45278,5,1,4400.4612,20200304581001,61,2,100,0,10,91
555522,2020,42515,8,1,4374.41,20200604273901,62,2,100,0,32,73
2704141,2022,52370,4,2,3244.9786,20210205254802,58,2,100,0,10,73
2927382,2022,62616,6,5,392.5346,20210606171905,5,1,100,0,0,1
2830094,2022,65846,5,4,930.2944,20210206622604,20,1,100,0,10,73
2670630,2022,29765,4,1,2261.211,20220302959801,74,2,100,0,36,92
2762109,2022,21224,5,2,3640.3795,20220502122402,66,1,100,0,36,123
3124695,2022,58280,8,6,5630.3426,20220705835806,17,1,300,100,34,50
1932588,2021,17908,9,1,3477.0544,20200701810101,39,2,100,0,12,91
889261,2020,43561,11,2,3942.5208,20200804342402,62,1,100,0,10,124
858286,2020,23853,11,2,2153.2464,20191102434102,56,2,100,0,10,111
944655,2020,8737,12,2,4905.0961,20201000877502,10,2,100,600,0,1
2855185,2022,13948,6,2,3961.5352,20210401382902,15,1,200,0,34,50
1761774,2021,44056,7,5,3105.4591,20200504529305,17,1,100,100,10,60
2980911,2022,29696,7,2,2371.4042,20220402972302,71,2,100,0,36,81
372274,2020,50031,6,1,1751.836,20200305096301,60,1,100,0,10,111
3146977,2022,4442,9,1,1714.2117,20210900436101,56,2,200,0,10,60
915238,2020,59552,11,2,3746.5237,20201005955102,55,2,100,0,10,73
3105747,2022,45313,8,2,4211.0714,20210804483502,55,2,100,0,10,92
2067036,2021,37138,10,1,1988.5571,20200703744201,52,1,100,0,34,81
1952406,2021,30468,9,2,4737.3205,20210603053602,55,2,100,100,34,2
3290647,2022,32208,10,3,2977.1562,20220703234703,14,2,100,0,0,1
2867872,2022,22067,6,1,3829.482,20210602172001,32,2,100,0,34,73
156273,2020,34919,4,1,3974.3739,20200403491901,61,1,100,0,10,123
1882256,2021,53463,8,2,2702.0066,20210605360902,53,2,100,0,10,92
239313,2020,23023,5,2,2880.3405,20200202325602,80,2,100,0,36,73
3248016,2022,3983,10,1,1208.5444,20211000393201,21,2,100,100,34,92
1754832,2021,39276,7,1,4924.0194,20210703927601,27,2,100,0,10,73
273861,2020,47950,5,1,3034.1392,20190504858901,71,2,100,0,36,81
2788965,2022,38837,5,1,910.6808,20220503883701,51,1,100,0,10,73
1190408,2021,24935,2,2,3366.598,20201202484802,69,1,100,0,12,81
2189852,2021,50573,11,1,3448.5932,20200805097601,54,2,100,100,10,124
397953,2020,130,7,4,3270.9576,20200700013004,3,1,100,0,0,1
275992,2020,49401,5,3,3437.3871,20190205052703,10,1,100,0,0,1
1705563,2021,7834,7,2,4080.8628,20210700783402,53,1,100,0,10,30
1733778,2021,25730,7,1,1776.7093,20200602625001,85,2,100,0,36,20
635505,2020,25673,9,2,1245.7698,20200702568502,40,1,651,0,10,111
1075439,2021,22714,1,1,2845.1038,20191002306701,80,2,100,0,36,73
2104083,2021,61346,10,1,360.2944,20210806100901,67,1,802,0,36,73
457831,2020,42933,7,1,4408.7875,20190604386601,54,1,100,0,10,73
3527924,2022,59245,12,1,4348.8804,20210905836601,47,2,100,100,34,30
3339479,2022,65879,10,2,854.241,20220706595002,20,2,100,600,34,81
865878,2020,28735,11,1,3158.2746,20191002928601,42,1,100,200,10,73
1938468,2021,21412,9,2,4044.1836,20201002168002,36,2,100,0,10,123
2469533,2022,31136,2,1,4500.7744,20220103117701,32,1,100,0,10,111
2368046,2022,31868,1,4,3113.795,20201003203802,14,1,802,0,0,1
105118,2020,193,4,1,2053.294,20200300020101,58,1,100,0,32,60
2412401,2022,62585,1,1,442.2662,20211106231901,46,1,100,0,10,111
2593991,2022,47461,3,1,9044.9883,20220204747301,36,1,200,0,10,111
1146951,2021,67778,1,1,2932.7543,20191006881801,64,2,100,0,32,73
478794,2020,58576,7,6,9361.9214,20200605883406,25,1,100,100,12,81
1637115,2021,31539,6,2,5001.2368,20210503171302,53,2,100,0,10,73
2344878,2022,17022,1,4,5543.7277,20201201700304,22,1,100,0,34,81
1773131,2021,51496,7,2,3924.1537,20200605255802,51,2,100,0,34,73
1174345,2021,15460,2,1,3830.4259,20191201573801,85,2,100,0,36,124
1979141,2021,48317,9,2,3821.2218,20210904831702,16,2,803,0,34,50
1067380,2021,18080,1,1,3433.6896,20201201797201,58,2,100,0,32,111
1983032,2021,50945,9,5,3994.2205,20210805097105,6,1,100,0,0,1
332172,2020,20559,6,2,4415.2438,20190502093002,31,2,100,0,10,111
2905532,2022,47768,6,3,4246.1279,20220504760303,14,2,100,0,0,1
2802003,2022,47603,5,2,5952.7109,20220504760302,11,2,100,0,0,1
1294025,2021,22035,3,3,4513.2054,20201202195603,0,1,100,0,0,1
1323961,2021,41634,3,2,4539.8089,20200204253002,62,2,651,0,36,124
1779199,2021,55544,7,3,2517.7257,20210605563103,18,1,100,0,32,73
2423098,2022,1271,2,1,2548.536,20211200121901,52,1,200,0,10,73
3103883,2022,44148,8,1,4449.2278,20220704425801,59,1,100,0,10,125
3512699,2022,48558,12,2,4564.6766,20221104853102,33,2,100,0,10,111
2097801,2021,57700,10,1,5562.7718,20200905825001,40,2,100,0,10,123
2653257,2022,18599,4,3,685.5762,20220401859903,34,2,651,0,32,73
269012,2020,44176,5,1,6654.7026,20190504477301,23,2,100,0,12,111
3344900,2022,1259,11,2,2083.9477,20210800127502,45,1,100,0,10,111
3326196,2022,57074,10,1,4960.4282,20221005707401,38,1,100,0,12,111
3351732,2022,5717,11,1,3877.9006,20221100571701,69,2,100,0,36,73
660513,2020,41292,9,1,925.0917,20190704199701,50,1,100,0,10,73
13060,2020,8047,3,3,2798.9506,20181200804503,46,2,100,100,34,73
874198,2020,33839,11,4,1670.8975,20191003446404,14,1,200,0,0,1
1167504,2021,10346,2,1,5635.932,20200201062001,54,2,200,0,10,81
1425173,2021,36080,4,2,531.0201,20210103631302,71,1,100,0,36,73
465802,2020,48868,7,1,2587.547,20190405038501,36,2,100,0,34,40
1245353,2021,60744,2,2,4613.2628,20210106079002,24,1,100,100,32,73
2773714,2022,28908,5,1,2491.5677,20220502890801,74,1,200,0,10,123
2706170,2022,53767,4,2,4230.9356,20210105401402,25,2,200,0,10,73
384305,2020,59360,6,1,4386.7585,20190606035301,72,1,100,0,36,111
2306494,2021,60356,12,3,2016.9871,20211206035603,19,1,100,0,34,73
1520322,2021,26209,5,1,2093.6398,20200302700401,41,1,100,0,10,40
2511357,2022,60054,2,1,6336.171,20220206005401,39,2,200,0,10,81
1063957,2021,15994,1,1,4612.6069,20201201589701,71,2,100,300,36,73
2864973,2022,20179,6,4,883.7908,20210501993504,15,1,100,0,10,50
2632539,2022,5181,4,1,4209.1566,20220400518101,71,1,100,100,10,10
3004842,2022,46352,7,2,441.5816,20220504638102,53,2,100,0,10,111
1191457,2021,25650,2,1,2126.1457,20191202613101,59,2,651,0,10,81
841810,2020,14245,11,1,4166.7627,20190901442901,38,1,100,0,10,111
2243086,2021,17415,12,1,5971.8803,20201201748901,58,1,200,0,32,111
3344112,2022,718,11,2,2102.0601,20220800072502,45,2,100,0,10,111
3040402,2022,1762,8,2,552.2069,20220800176202,79,1,100,0,36,91
2283617,2021,44861,12,2,4046.7047,20210904441802,50,1,100,0,10,111
878922,2020,36890,11,1,1610.9264,20201003687701,41,1,100,0,10,73
2292657,2021,51209,12,1,3870.6038,20201105159901,85,2,100,0,36,73
216265,2020,6726,5,1,2977.1373,20190200680701,74,1,100,0,36,111
2676549,2022,33659,4,5,1899.9383,20220303343305,16,1,100,0,10,40
2794323,2022,42579,5,1,4760.8703,20210504235101,29,2,100,0,10,111
1880337,2021,52139,8,2,859.6596,20200705299602,73,1,100,0,36,111
3616317,2023,52088,1,1,3649.5218,20211100298001,80,1,100,0,36,92
2633327,2022,5619,4,2,5030.1548,20220200562102,57,2,651,0,12,111
829605,2020,6674,11,1,4544.6245,20200900668301,60,1,100,100,10,73
3623004,2023,56528,1,5,1658.3149,20221103796705,20,2,100,0,34,81
101086,2020,67764,3,1,654.6264,20191206771101,73,2,100,0,36,81
194469,2020,61972,4,2,1663.569,20200106220602,10,1,100,0,0,1
977625,2020,29751,12,3,2945.4965,20191003030603,10,1,100,0,0,1
2163026,2021,31987,11,1,3115.6276,20201003231501,68,2,100,0,12,111
2609999,2022,58572,3,1,5208.3731,20220305857201,34,2,100,0,21,73
1742473,2021,31278,7,3,6284.0789,20210603133703,5,2,200,0,0,1
1764092,2021,45567,7,3,360.8855,20200604651503,16,1,100,0,34,60
3165820,2022,16868,9,1,5011.1325,20210901658301,80,2,200,0,36,73
1320833,2021,39453,3,3,6178.0071,20200104035003,3,2,100,0,0,1
1128414,2021,56472,1,1,3272.633,20191105742301,41,1,100,0,36,81
2895906,2022,41083,6,2,1144.0131,20220304082502,61,1,100,0,10,92
2746449,2022,10572,5,4,3890.9012,20220501057204,25,2,100,0,10,111
2341255,2022,14598,1,4,6836.4409,20210101470903,13,1,200,0,0,1
3448597,2022,3997,12,1,1106.7352,20211100393701,68,2,100,0,36,73
1713494,2021,13234,7,1,374.6097,20200501352601,71,2,200,0,36,111
1240530,2021,57497,2,1,5319.3838,20210105757901,21,1,100,100,10,111
983916,2020,33933,12,2,3793.6787,20200903385402,51,2,100,0,10,123
2721513,2022,64094,4,2,3961.266,20210106423702,38,1,801,0,34,73
2520138,2022,65774,2,2,746.5662,20201206607002,55,2,100,0,10,73
939891,2020,6046,12,2,6034.43,20191200622302,13,1,651,0,0,1
3460128,2022,10723,12,3,2439.6522,20221001074903,16,1,651,0,34,50
98264,2020,65766,3,2,3852.1732,20200206585602,49,1,100,0,10,123
2602143,2022,52918,3,2,965.8533,20210205337502,59,2,100,0,32,73
1852013,2021,33728,8,2,3480.4305,20210703371602,49,1,100,0,10,123
1293410,2021,21618,3,1,3026.7522,20200302207201,62,2,100,0,10,50
1122480,2021,52747,1,1,3239.3543,20191105367601,79,2,100,0,36,73
3297853,2022,37351,10,1,2350.507,20210703693101,75,1,651,0,36,91
425291,2020,20122,7,1,4426.7327,20190502059001,30,1,100,0,10,111
1468082,2021,63203,4,4,4878.862,20210106348304,22,2,100,0,10,81
1343561,2021,54508,3,2,2044.6047,20200205567402,32,1,100,0,10,73
2443993,2022,14710,2,4,4301.3984,20211201463404,21,1,200,0,10,71
86945,2020,58255,3,1,4693.3588,20181205887901,41,2,100,0,10,123
36772,2020,24035,3,2,3750.2024,20200302403502,27,1,100,0,10,81
2909422,2022,50320,6,3,2746.8586,20220605032003,2,1,100,0,0,1
1065513,2021,17055,1,1,3576.9741,20191201735901,75,2,100,0,10,111
154219,2020,33416,4,1,1291.2068,20190303390901,57,2,100,0,10,91
3157854,2022,10682,9,2,2795.4355,20220701064302,51,2,100,0,10,111
1381877,2021,8908,4,1,3573.9206,20210300893101,72,1,651,0,36,92
2302933,2021,58081,12,2,4943.7072,20210905749102,40,2,100,0,10,73
1357660,2021,63496,3,2,4516.1869,20210306349602,42,2,100,100,34,81
2769883,2022,26214,5,1,1715.7829,20220202607401,56,1,100,0,10,111
3405957,2022,43069,11,1,5004.009,20210804263901,48,1,100,0,10,92
1095444,2021,35391,1,1,463.5575,20191203594001,80,1,100,0,36,73
2564531,2022,26467,3,1,1294.2802,20220302646701,77,2,100,0,36,73
319132,2020,10082,6,1,3816.1604,20200501011601,44,1,100,0,10,111
3397211,2022,36655,11,2,1691.1138,20221003667002,56,2,100,0,10,91
2585175,2022,41149,3,2,1275.0977,20220204115702,64,1,300,0,36,60
1525805,2021,29728,5,7,2811.7356,20210203002407,74,2,100,0,36,111
2491251,2022,46342,2,1,370.0624,20211204626001,51,2,100,0,10,111
984902,2020,34537,12,1,2929.9443,20201103457601,36,2,100,0,10,73
3563703,2023,15941,1,3,794.1244,20221205459705,9,2,100,0,0,1
1757580,2021,41158,7,1,5101.2547,20210504158201,40,2,100,200,34,30
1554692,2021,48406,5,1,3644.194,20210504840601,59,1,100,0,10,91
337095,2020,23781,6,1,2411.8692,20190402430901,54,2,100,0,10,111
2840991,2022,4703,6,4,3487.3341,20210500467104,7,1,100,0,0,1
2229532,2021,8034,12,2,4440.7876,20210900806602,73,1,651,0,36,92
3301095,2022,39717,10,1,4539.3492,20210703926901,54,2,100,0,10,123
2981994,2022,30395,7,3,8117.0997,20220403042903,21,2,200,0,12,73
1608720,2021,13817,6,3,4954.1371,20200401419103,10,2,806,611,0,1
3422593,2022,54766,11,2,645.9187,20211105455802,54,2,100,0,10,73
2100952,2021,59485,10,2,5111.085,20211005948502,20,1,100,0,34,60
401892,2020,2980,7,2,3771.4251,20200400298302,75,2,100,0,36,111
2612824,2022,60525,3,3,1712.5801,20210206092403,13,1,100,100,0,1
2414605,2022,63978,1,1,3779.1823,20210106441201,69,2,651,0,10,123
2092682,2021,54279,10,2,559.0148,20200705483102,76,1,100,0,10,73
3118818,2022,54133,8,1,3280.265,20220705422401,31,1,100,0,10,81
2277904,2021,40691,12,4,1315.2384,20201104101804,20,1,300,0,10,73
2792346,2022,41157,5,1,984.4444,20220304101601,32,2,100,0,36,111
1904004,2021,67223,8,1,370.159,20210506786401,65,2,100,0,36,73
2832121,2022,67160,5,2,5019.365,20210306747302,53,1,100,0,10,91
512810,2020,13436,8,2,4784.282,20190701370602,62,2,200,0,10,73
31260,2020,20511,3,4,650.5224,20190202068004,12,1,100,0,0,1
3322967,2022,54833,10,5,1315.135,20210705432405,19,1,100,500,10,73
3599305,2023,40103,1,3,4720.7773,20220104298003,71,1,100,0,10,111
1321930,2021,40236,3,4,6013.2142,20210104039104,17,1,100,0,34,60
1101277,2021,38993,1,1,991.719,20210103899301,50,2,100,0,10,111
1117274,2021,49612,1,2,2067.6796,20191005039202,50,2,100,0,12,111
285697,2020,56469,5,1,2840.3754,20200405687001,73,2,100,0,36,111
1538372,2021,37584,5,3,2089.5261,20200303870103,16,1,100,0,34,30
3005657,2022,46883,7,1,4101.2765,20210504668001,67,2,100,0,36,111
2476104,2022,35680,2,1,565.4119,20210203595601,85,1,100,0,36,111
2645489,2022,13335,4,1,397.7598,20220401333501,24,1,100,600,10,81
